"Title","Date Created","Latitude","Longitude","Northing","Easting","Description","Nuevo atributo"
"0","2023-09-13T17:18:36-04:00",5.63176086247789,-67.5931190024607,622686.64024406,655815.467772542,,
"0","2023-09-13T17:23:37-04:00",5.6322516653205,-67.5956332483835,622740.239383898,655536.823275776,,
"0","2023-09-13T17:30:22-04:00",5.63219605027734,-67.5943802357899,622734.423942653,655675.639571238,,
"0","2023-09-13T17:35:53-04:00",5.63227021362135,-67.5938436471774,622742.767621919,655735.060025576,,
"0","2023-09-13T17:36:51-04:00",5.6324615111866,-67.5944754667796,622763.751503695,655665.019745354,,
"0","2023-09-13T17:37:02-04:00",5.63217959792721,-67.5941931068435,622732.654669836,655696.373023149,,
"0","2023-09-13T17:40:04-04:00",5.63191605029245,-67.5958394837101,622703.074284991,655514.06699989,,
"10922548","2023-09-13T17:34:37-04:00",5.63210041429732,-67.5945425345141,622723.805836762,655657.686514584,"4,3",
"12203476","2023-09-13T17:28:51-04:00",5.63199488364303,-67.5953462533479,622711.922624268,655568.683247283,"1,3",
"13325626","2023-09-13T17:26:59-04:00",5.63243594437833,-67.5952493336015,622760.718111867,655579.302085459,"1,3",
"15086155","2023-09-13T17:31:08-04:00",5.63226296411694,-67.5936838828341,622742.008656716,655752.75973538,"4,3",
"15304135","2023-09-13T17:26:22-04:00",5.63247380141408,-67.594829244461,622765.016116503,655625.827036937,"1,3",
"15304714","2023-09-13T17:33:56-04:00",5.63208099222119,-67.5950219265822,622721.530422543,655604.587385174,"4,3",
"1564616","2023-09-13T17:33:05-04:00",5.6326813794515,-67.5946255808869,622788.023082493,655648.332435251,"1,3",
"1569771","2023-09-13T17:22:34-04:00",5.63254914869809,-67.5957352508882,622773.105984373,655525.44489091,"1,3",
"17105154","2023-09-13T17:29:20-04:00",5.63215840716775,-67.5948870584062,622730.126431815,655619.506699714,"1,3",
"17106104","2023-09-13T17:19:47-04:00",5.63212729042057,-67.5933623630883,622727.092546189,655788.412007978,"4,3",
"18243904","2023-09-13T17:17:37-04:00",5.63163691405877,-67.5929207105462,622672.987758746,655837.466477141,"1,3",
"20019100","2023-09-13T17:36:13-04:00",5.63246145971344,-67.5954021975252,622763.498679893,655562.361922355,"4,3",
"20437591","2023-09-13T17:28:16-04:00",5.63282388448061,-67.5949356808701,622803.697664425,655613.943439927,"3,3",
"21789007","2023-09-13T17:22:08-04:00",5.63248708300897,-67.5955961569187,622766.280235513,655540.869417595,"1,3",
"22568323","2023-09-13T17:32:35-04:00",5.63270978133839,-67.5931304194099,622791.562615721,655813.950160701,"4,3",
"23436540","2023-09-13T17:31:45-04:00",5.632196,-67.593543,622734.641794869,655768.383771634,"4,3",
"23646312","2023-09-13T17:27:42-04:00",5.63246068367509,-67.595080348471,622763.498679893,655598.014688813,"1,3",
"25119713","2023-09-13T17:30:40-04:00",5.63237342939946,-67.593978063294,622754.144693013,655720.142686447,"4,3",
"26754658","2023-09-13T17:37:14-04:00",5.63207628406442,-67.5940198734361,622721.277104945,655715.590344792,"4,3",
"27066295","2023-09-13T17:29:55-04:00",5.63250908528157,-67.5942904619539,622769.061297336,655685.50083813,"1,3",
"6755135","2023-09-13T17:38:56-04:00",5.63183317098154,-67.5956045796839,622693.972628116,655540.110364749,"1,3",
"8902367","2023-09-13T17:18:59-04:00",5.63178639932507,-67.5932787226324,622689.421305882,655797.768062731,"1,3",
"8946599","2023-09-13T17:39:32-04:00",5.63183012519767,-67.5952895886481,622693.719804314,655575.004078353,"1,3",
"10920104","2023-09-14T00:28:54-04:00",5.63041068728743,-67.5939541337544,622537.123605322,655723.316189112,"4,3",
"10920105","2023-09-14T00:30:01-04:00",5.63047763549405,-67.5937975574571,622544.568081182,655740.643039503,"4,3",
"14565550","2023-09-14T00:28:20-04:00",5.6304756394101,-67.5941604182822,622544.250570039,655700.447808461,"1,3",
"1569152","2023-09-14T00:27:44-04:00",5.63095989696174,-67.5940152637968,622597.83538978,655716.398289136,"4,3",
"17106105","2023-09-14T00:24:13-04:00",5.63135742461964,-67.5937868156085,622641.85240876,655741.598646048,"4,3",
"23646776","2023-09-14T00:31:44-04:00",5.63193728133843,-67.5938084523166,622705.963488246,655739.047398822,"4,3",
