"Title","Date Created","Latitude","Longitude","Northing","Easting","Description","Nuevo atributo"
"25585718","2023-09-14T00:23:39-04:00",5.63168851663495,-67.59352396248,622678.532599515,655770.627849232,"1,3",
"8904857","2023-09-14T00:30:30-04:00",5.63148955932204,-67.5935561253377,622656.524583821,655767.11803233,"4,3",
"8947795","2023-09-14T00:26:26-04:00",5.63177854340256,-67.5937742785705,622688.4203804,655742.875257378,"4,3",
"8948384","2023-09-14T00:27:13-04:00",5.63097672476947,-67.593819397464,622599.748357376,655738.090804569,"4,3",
"0","2023-09-14T00:45:53-04:00",5.63161365114476,-67.5956989920049,622669.674384309,655529.710303672,,
"0","2023-09-14T00:46:02-04:00",5.63147051499176,-67.5955270309627,622653.893142334,655548.797247985,,
"0","2023-09-14T00:46:41-04:00",5.63040410708775,-67.5951680863839,622536.072312598,655588.842841413,,
"0","2023-09-14T00:46:50-04:00",5.63006739558381,-67.5951954390611,622498.833638014,655585.902437616,,
"0","2023-09-14T00:47:04-04:00",5.63075099993002,-67.5952923945644,622574.396351862,655574.980373392,,
"0","2023-09-14T00:47:12-04:00",5.63072581838421,-67.5950463987395,622571.677508397,655602.237136319,,
"0","2023-09-14T00:47:23-04:00",5.63096070658299,-67.5944471532555,622597.809712363,655668.555736491,,
"0","2023-09-14T00:53:15-04:00",5.63133166205404,-67.5951422701891,622638.642237789,655591.455820334,,
"10923919","2023-09-14T00:54:17-04:00",5.63143678618491,-67.5946347511221,622650.401507366,655647.647954283,"1,3",
"11360901","2023-09-14T00:53:28-04:00",5.63170200891088,-67.5943627925323,622679.800668898,655677.703385058,"1,3",
"19805278","2023-09-14T00:58:54-04:00",5.63139530225099,-67.5958086217013,622645.501564811,655517.624226726,"2,3",
"20436141","2023-09-14T00:51:31-04:00",5.63159484866902,-67.5940297912903,622668.040411729,655714.619922643,"1,3",
"22812804","2023-09-14T00:52:53-04:00",5.63140005186025,-67.5953279055606,622646.154857564,655570.873981453,"1,3",
"23646186","2023-09-14T00:57:52-04:00",5.63142271496062,-67.5949238140073,622648.768522377,655615.630937366,"1,3",
"23646775","2023-09-14T00:48:11-04:00",5.63189601301499,-67.5939582889263,622701.36031738,655722.460340973,"4,3",
"23986901","2023-09-14T00:56:03-04:00",5.63149481963971,-67.5941981412665,622656.934928703,655695.997694481,"4,3",
"24647788","2023-09-14T00:50:46-04:00",5.63184910155816,-67.5941088078196,622696.132987753,655705.799205104,"4,3",
"34911893","2023-09-14T00:55:14-04:00",5.63166150791605,-67.594719746002,622675.227125822,655638.172880841,"1,3",
"6942165","2023-09-14T00:52:23-04:00",5.63066910006497,-67.5947988069067,622565.471967927,655629.679094314,"1,3",
"8901320","2023-09-14T00:49:41-04:00",5.63116565957104,-67.5949067325667,622620.349546874,655617.591535799,"4,3",
"8904172","2023-09-14T00:57:14-04:00",5.63103044234173,-67.5951872323639,622605.323319731,655586.555311953,"4,3",
"8948317","2023-09-14T00:54:41-04:00",5.63126795526132,-67.5944523130486,622631.781923175,655667.902368292,"1,3",
"0","2023-09-14T01:14:00-04:00",5.62850761712294,-67.5947119821155,622326.492244192,655639.872230769,,
"0","2023-09-14T01:14:09-04:00",5.62844253179905,-67.5958384105238,622318.995425903,655515.109524648,,
"0","2023-09-14T01:14:23-04:00",5.62844961105882,-67.5965287593583,622319.594401044,655438.634333186,,
"0","2023-09-14T01:14:31-04:00",5.62801027286399,-67.596527106977,622271.015690103,655438.934102266,,
"0","2023-09-14T01:15:13-04:00",5.62858282943952,-67.5955402679258,622334.588037619,655548.098939121,,
"0","2023-09-14T01:15:45-04:00",5.63036574406916,-67.5960178909132,622531.603948174,655494.716337798,,
"0","2023-09-14T01:15:54-04:00",5.63029743799058,-67.5969331378692,622523.807395418,655393.348460169,,
"0","2023-09-14T01:16:03-04:00",5.63004032563337,-67.5971503377141,622495.319782202,655369.356562792,,
"10132443","2023-09-14T01:20:59-04:00",5.62958651777221,-67.5973860289402,622445.077964689,655343.368509529,"1,3",
"10920926","2023-09-14T01:14:42-04:00",5.62928722672383,-67.5963697241637,622412.254818305,655456.028841526,"1,3",
"12628419","2023-09-14T01:17:57-04:00",5.62898997120842,-67.5956854875795,622379.568453549,655531.904000962,"1,3",
"13325425","2023-09-14T01:19:39-04:00",5.62889470993306,-67.5966657614559,622368.774062311,655423.339689984,"1,3",
"19789286","2023-09-14T01:16:11-04:00",5.62978567631764,-67.597264667759,622467.131903456,655356.759347449,"1,3",
"20436435","2023-09-14T01:20:24-04:00",5.6279134831607,-67.5968765876315,622260.220311273,655400.246112135,"1,3",
"0","2023-09-14T01:27:50-04:00",5.6334036644358,-67.5964202621317,622867.410250144,655449.336138754,,
"12629274","2023-09-14T01:25:12-04:00",5.63330565549366,-67.5965506058344,622856.538332857,655434.923517911,"1,3",
"17676637","2023-09-14T01:27:15-04:00",5.63351943798044,-67.5960730283485,622880.30426405,655487.769794327,"1,3",
"18242966","2023-09-14T01:28:17-04:00",5.63311369148859,-67.5965921579615,622835.301133483,655430.371670108,"2,3",
"18505360","2023-09-14T01:26:15-04:00",5.6330069355635,-67.5959373118661,622823.671238587,655502.939986453,"1,3",
"19055768","2023-09-14T01:25:43-04:00",5.63289505285686,-67.5960014844733,622811.282872285,655495.861090237,"4,3",
"19352234","2023-09-14T01:26:44-04:00",5.63314881181418,-67.5959848924208,622839.346314315,655497.63155507,"4,3",
